n,y,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
10,-12.66191439692961,0.33284519104614196,-0.8641478733630428,-1.1527423456840304,-0.0005738402646001739,0.8023471689275526,0.16179363430067908,1.4782957869368052,0.07675866947399422,-0.6427395178238021,0.47075748383521,-2.6462117408545143,1.924233664359797,2.2711512044206033,0.1625475967089059,-0.542270168936009,1.315101922520155,-0.5345274955062371,0.06851182055528712,1.1491213858571185,1.5191255573059
11,71.34549313885347,0.579994202865442,0.7390447740130182,1.0810206105324356,-0.05558833555758336,0.252939787394653,-0.7198290818887115,0.6246048574357775,-1.2692148151297886,0.24150420579383153,-1.3599793813683332,0.07794268560334827,0.5652626447666231,-0.2605712198162907,1.355320921126215,-0.6186924477255842,0.4522480293813741,-0.9121485593548595,0.15315183912219557,-0.45881021899049484,0.8794747837622948
12,-44.10524054985229,1.9703977540091386,1.380060854388487,-2.192473678255159,1.2008540457989567,0.6989272767273045,-0.471529962717579,0.7403217052538585,0.9443363572358939,-0.9663330436306268,0.022198564509461442,-0.2983270383666424,0.2114369418135212,0.01997622069141409,-0.02241060174395995,-0.12002517282564687,-0.11555111516368437,0.9417589582174271,0.40099238554742345,-0.6167113696075287,0.8021448069037234
13,114.45199158796672,1.1868496101320571,-0.6044026076353317,0.5395113768748515,-0.33752661313947513,0.3466349500130709,1.174604092129618,0.2681597962028416,0.5558731482136716,0.8093816717797602,0.09736681320071965,-0.37431780971677997,1.9580137275030094,0.9076731769859385,1.7028139981363755,-1.1627313003649893,-0.014626746420493077,-0.10570030230945665,0.8595465300443684,-0.812894643987515,-0.08694680802163657
14,-123.33736899533315,1.4509050900847464,-0.7819035791740354,-1.535061831024704,0.010425252251635217,-0.8587260168754485,-1.0019806067805015,-0.24322831530827724,1.3740595351100553,-1.2179556882688094,-0.15992321794217793,-0.26793755086490423,-0.18713260143452767,-0.8358801174351356,-1.0941467315940006,-0.9107335730020294,1.9610334505621472,0.39008384938749946,-0.8266395306916788,0.9487996287633118,0.7745422334468324
15,104.02872522049805,0.42232020784261814,0.2696288625149962,0.3549420284756068,-0.879562587038794,0.7149574897869774,1.285536605008361,0.8009864704848265,0.5903437401952953,0.7453610222528426,-1.2936533521847668,-0.6081472803236124,0.4512619364620626,-0.34829866162321327,0.303670138739963,0.09038757430317179,-0.16527066186290199,0.6906586192305519,-0.1337530018883277,0.8117700556210131,-1.4748980650127208
16,139.01925222372458,-0.37517876171570647,-0.9790222344582097,0.7634376211270409,-0.36595700427692907,1.0512415129749109,-0.23463397438407607,-1.1752917094003905,-1.1924622029671763,0.12873828230368023,-0.7013959313127088,-0.13114247416316077,0.03454559654686449,0.09602450803051724,3.382046513879267,0.32809047791024365,-1.1938187358108083,1.0331955579696006,0.13160365633953774,1.538628953713936,0.35194940128301
17,-11.14112448919386,1.2525614976796453,1.9432366244215449,-1.7064268302460572,1.7314327551688733,-1.0249387633462828,-0.9067608519075501,-0.29522321104785454,0.32296663485900895,-0.424971437609452,0.9427123511965475,-0.3148859025791725,-0.690581838821091,-1.4839648304984445,-0.5383875916842817,-0.2311286707675778,0.5799027685050413,-1.38002575839761,0.052257792704031976,1.0427261524967646,-1.0588177575689395
18,-24.817323019446206,-2.810536351230318,-0.30070990851123225,0.5873564070442701,-1.0806930113637485,0.5278595116372862,-0.867454302111852,-1.0678772180272786,-0.17042068181878472,-1.4488342845038138,-1.2156235703628584,0.4630819111368811,1.3189041628561746,0.31240350976675024,1.1077648511073537,0.10536597033387195,0.7056616735472528,-1.7414510978529678,1.4647027698022728,0.1762768577123249,0.03578376223864609
19,152.2414708697189,1.72015226711973,-0.5687237515931199,2.2605832501674685,-0.26876543939614567,-0.981458606685562,-0.5668648895283939,1.2707867923728606,0.03801634537756511,-1.1002662075617742,1.3733655263096176,-1.3045724288548963,0.9166972854219767,0.9950971780059741,-1.1947546844474828,0.39064970371819396,-0.11463646661638956,-0.7888490877199734,0.20453244097695597,-0.11089300065700636,-1.230888724317528
20,-223.17520665340615,0.3438122207601888,-1.3090822925599335,1.032739395366287,-0.4983292424335507,0.33794329455081,0.1459063574882245,-1.1130516020235877,-0.5239047063024845,-0.7456665682079189,-0.26198934247462174,0.4393331027112641,-1.4839812047861975,-0.15333813990014883,-0.02989907894155746,-0.3243519488512706,-0.37063375895551515,-1.1426916050539837,-0.8827911562636923,-0.416528159774218,0.07842046244722235
21,-157.92548983416341,2.584707118843775,0.6125856133232063,-2.250061397086099,-0.9871765279551321,-0.38191758416698374,-0.8534050156092935,0.7138164789432412,0.515160830097859,-0.4757586457814778,-0.5599977221559352,0.2167430400140676,1.2412263236686316,-1.0758056822872586,0.5762080172014368,-2.169278958466046,-0.21607525682144296,1.1733318459922446,0.8987977339055537,-0.6586977628490099,0.4121360793406157
22,159.14332440837347,0.03238068405549849,-2.24514677995621,1.6152570585172858,2.102463896211894,1.5661943644242708,0.3707965529300408,-0.28181189166140946,-1.051404135478711,-3.0588712245676577,0.8527183616221763,0.8197306344209213,-0.9141330089674339,-1.227640617131955,1.0573333873375645,-0.026992474071109076,1.4146625683150185,-0.2667503546522783,1.2430911952876937,0.0608076681604231,-0.8903095385846792
23,149.16053362256542,-0.5615018604594367,-0.4671489226543377,1.110400181966363,0.33074553868221424,0.9716465358390465,1.006779604756321,-1.0967341556945163,0.9803717082210295,-0.05177331819328098,-0.1365135393610322,-1.3108613450257902,-0.41583663534502,-1.2837327927689894,-0.023506330909260263,1.789137063419882,1.2375659194691417,1.111608715243014,0.26246804543170416,0.18850946650250736,-0.42641876299012066
24,-149.56217251408788,-0.7776208525784261,-1.7568088289822514,-1.029924324414232,0.37070416205024614,0.11145656233979563,0.8326469034862878,0.16665699063472267,0.5505117234950686,-0.07078626992683286,0.38318791633053034,1.4381961172069824,-0.7593138793869761,-0.33679290188423733,-1.0849353646282864,0.08874614695704139,-1.2338797311326184,-1.0567376388572978,-1.3769126799702462,0.777074499598105,0.47126882796517755
25,-241.66104439062732,-0.7672886155024627,-0.26737618615413,-2.568229660265059,0.9949656107870449,1.1007317218095478,1.1436050980412606,0.7852913775555349,0.3749806610554384,-0.8316615256867468,-0.08129950491437683,1.3098074773305683,0.1190231620431962,-0.005807313176168623,-0.29769341324504917,1.0900546206529542,0.5317763008895106,-2.253001675869702,-1.3540734789031759,0.45857882679852313,0.5828642329472152
26,9.663230354137195,1.5326534536040928,-0.4515784869778261,0.7679021009978236,0.24284681922590812,0.1417848273590504,0.10356675396338666,-1.2568937699699323,1.2082861078591784,-0.5490107659701792,-0.1538150238218226,0.2200696085732781,0.3955794495640466,-1.328482526949425,-2.039378822187842,1.6400834745974802,-2.93165003813735,-1.2823724344607403,-2.0000140770466617,-0.31319329695250664,-1.250416524365446
27,-88.08343794451301,-1.3126059789801947,1.935020158421868,0.14228487084077635,-0.10502662647458584,-0.8352460374695597,2.0283353737200036,-0.22934496661667067,-1.249362473306594,-1.393595104548223,-1.4843980808531532,0.6542289074583546,-0.49534378541563717,0.3370399063227881,1.2177239109359197,-0.5776393592348145,0.007962075287323974,0.6843432932807968,-0.2645024513645991,-1.2483509708854292,-0.41400042242958635
28,187.22899356942165,-0.924489406666607,-0.35994861667463945,-0.21632721660925797,-0.46099620243941536,-0.9882593204220058,0.3458615828931826,-0.05208920042750957,-0.10944732090376395,1.5550910535209748,-0.4899030919736574,-0.3572393041913896,0.2783044856286309,1.4818276702800226,0.18648191392807667,-1.3427462042313973,0.3885111351351185,2.131155782630984,-0.1479237265888735,1.5717803856750967,-0.8335743325669891
29,-186.30728061697354,-0.4630765287559271,-0.9058409931630665,-0.4248229208347789,0.30324517233792836,0.9197582629351737,-0.28680664084993907,1.4768655073233892,-1.45864855074515,-0.7151153838761429,0.042964802221711985,-1.1981270897495784,-0.01079972564484133,0.7808625586865463,0.41070472547245296,1.0804909264410387,-0.5086588814378253,-1.0520259192959887,0.09224099313366065,-0.7581482697157441,-0.3384298074238201
30,23.71052938844972,1.9565507417316799,-0.11157105967035333,-1.9552046043831472,0.8007093275989241,0.31453767483276585,-1.0291717111145202,-2.8218146004674884,-0.3033770207858972,-0.17582176741170324,-1.1651180324895343,1.8699224156872478,-0.07744194951164596,0.9269462410747773,-1.045362215839821,-0.8757521362066825,-0.5711992591705252,0.11852221566516247,1.6630860141069592,1.121547721319218,1.6987786728882643
31,-305.169292463946,-1.0994205498729344,-0.3075085563684204,-2.6220267293220134,1.7412778459049334,-0.9038017595953711,1.4995522993123904,-0.24464486626279375,-0.6919313992802655,-1.4181303843523263,0.8629217732764793,-2.448383583254732,-1.0830797525255829,0.30095144832522547,0.09095269676848754,0.720911503584835,0.06165690170829927,1.457359053420304,-1.7624826662000925,-0.844622039684078,-0.12324834336081764
32,159.8243036052716,0.4078617285556174,0.31233135072000023,1.3205594616574772,0.17177314058242696,-1.6346835989547268,1.11439315977145,-0.10862536613329725,-0.12556348013682703,-2.3422258859136162,0.5598665113939499,1.5198297127261733,0.07571068882618597,-1.0362510132382194,0.7100061150689763,-0.3308726223836028,-0.3280243586469982,0.555671156873753,0.1558813686341498,-0.3808585875217376,0.3103848884243493
33,47.95136842087987,0.5851977106794244,0.07008338922878046,0.44437829929858075,1.386389269696063,1.491715192399959,0.8590455317113306,-0.5554965036525417,2.1856958851503063,-0.9588590951490966,1.5329195360740466,0.7488752996804797,-0.9725494628018537,-0.5374771233250878,-2.1106107715586164,-0.46646212349337896,0.06961657011608614,-2.2890339823704196,0.7740481176159153,0.3460629365107994,-0.21884875004990229
34,-77.77973456812853,0.12792501686615976,-0.34291732431075084,0.6792204688204567,1.1668068758013952,-0.39263454452205465,0.3952100827240314,-0.5062549474828771,0.48314608608073,-0.6942577195031991,-0.027182074520019764,-1.4135068024571449,-0.14556598257953213,1.3646157302960085,0.831861083601979,-0.758328629644708,0.3923918105348546,-1.5453547308161417,0.7753367535066966,-2.1257844339658236,-1.266592253164196
35,171.1198461304435,-0.7824737579091693,-1.0512344613236162,1.032848255381586,0.4719610645887666,-1.0362052396217751,-0.25444470743778547,0.05874392704850423,-0.5421347242481697,-0.35861239036361287,-2.5753753608210106,-0.409215368262125,0.557171664710388,-1.0454882705029502,-0.6381720063256815,-1.645988803850808,-0.9036303990852035,0.14056148057218398,1.1934433721676534,0.10163240060566921,-0.17128609761636515
36,149.97147245889778,-1.8929022810867975,0.2953498224265006,1.9933870225436003,-1.2197230025551131,1.5347234059512629,0.5592373254350683,0.20535009951541106,-1.0806855754285778,2.3676780416815215,0.08849726311065365,0.5534361031616052,-1.1136777883173992,2.080992989232864,-0.7476997473528463,-0.44249587423113246,1.762977381845611,-0.881177893211995,0.2577109400197376,1.9009024310517322,1.2525730364488235
37,143.3475357541592,0.4289867467612205,1.8017850243520055,-0.35972002369005984,0.025471239175404066,0.7937204537888556,1.7723000353047798,-0.526833972967374,0.04404395447982136,-0.6927512156155042,-0.12629965288172537,-1.53504226997585,1.465228187106906,1.188225556745345,1.2272105672760387,1.3147375272286697,0.1393134591212292,0.4493119598877799,-0.15800435503504048,0.5881788777757591,0.7803093171670037
38,136.25806579873628,1.1210863108228664,0.01509960765232168,1.4160945438350057,-0.12804384508089842,-0.14424965142387305,-1.5262471164328442,-0.13874594646618615,0.8397181142873751,-1.095721164392936,1.5212178459471464,0.59827699497995,1.0557426073462663,1.1752512859287545,-1.250726494754063,0.2257611826653179,-0.18303379211042256,-0.07234460301068009,-1.4486365646620507,-0.73044234057635,0.10785567368038756
39,-15.73968892031243,1.054567533934286,-1.1844906649507239,0.1919133172656844,-0.6316196124594338,-0.3405270545423015,0.9958580973216203,-0.006622932581756815,0.8727044361095481,0.9094756899554335,0.6903481074657473,-0.2572378259575132,-0.39123826952820956,0.2347227897585909,0.023840850573124787,-0.6316526108730822,-1.8749891111670471,1.3059477379616793,0.09589072156634683,-0.13342824629027863,0.430484004975168
40,181.1326711678281,-0.5434544464347189,-1.6811517735664485,1.361196244017081,-0.5843170893201682,0.5471577075950192,0.10695794873145928,-0.09430318371924808,0.8178697018151101,-0.5924709792516153,1.3427626349939188,0.8740441049646509,1.0440572320243515,-0.599916532893689,0.8344298190518092,1.5572624055444229,0.08818006843784401,0.18784942338985408,0.21422678172939885,0.5112479703774993,0.9356003676330928
41,-64.420237241996,0.43950814552733786,-0.35213545097353244,0.1600913066426079,-0.7964786045094254,-0.7704259847044295,1.064567815049182,3.8753675081243304,4.154128811002229,-0.48054408550116845,0.40378515500069695,-0.803570679406085,0.4561731402029564,0.7802422866796502,1.3761693792503094,0.9242333747549365,0.7953321669445504,0.9123498480881603,-0.11110019014955709,-1.6368051025747457,-0.963234650206949
42,158.85015538834023,0.3828653630783873,-0.361896798243904,0.2747562452344052,0.9598599569246699,-2.4702611562681116,0.10976290604853561,-1.3543506989044927,0.07654191466754001,1.1287018643806046,0.43802286121291206,0.2967718468181134,0.3024981168189282,-0.4837250866240446,0.5590938507462381,-0.9090051918578188,0.04000033446132158,0.685025314235145,1.189050168259239,-1.3390065119167025,0.5397585774322008
43,-112.01278018171442,-1.262828829526636,-0.1066638964432872,1.306512552290866,-0.7095878359402543,-1.2689811425187474,0.3013580780922397,-0.13585467367500859,1.0217958640233655,-0.6452822847653208,0.7363697741361239,0.9060393844759781,-0.2408212346976336,0.5947570897391413,0.254320625636171,-1.0641849112218464,0.55948726340547,-1.177325731871896,2.021947022238506,-2.246696457320328,-0.8026836755412626
44,-193.5179860452497,-1.260449751400437,0.10237868909041445,-0.5507367988891857,-0.8923651296931918,-1.3102659945469655,-1.5576874371616007,0.620354617952745,-0.4641591997843259,-1.455156021746716,-0.1907742869219735,-0.07191292308180772,-0.5553704721334043,-0.721711760667356,-0.2029066182782079,-0.06806236102496427,0.3588497846850305,-0.8139985383415312,-0.8994014268809636,1.2675483230480833,0.6881841935719334
45,71.39213070648522,-1.0831542816423605,1.0101880820151277,-0.1586532734052454,0.6364644558125655,1.8802155199040442,-1.5403359524578046,-0.22201931860625657,0.919790705841574,0.8704457755357219,-1.6440363266599993,0.23035896603358022,-0.02164540075732026,-0.7343579279363021,-0.6036640943577519,-0.7334446740176441,0.4391553794942854,0.10680732883653327,0.07789414338114936,-0.6024245336236242,1.4213697038055768
46,-25.20378871191906,0.4787119369646938,-0.012223180517253008,0.5165819370689545,-0.10461891763898026,-0.11519576366570965,1.3187565574416844,1.1086092577954196,0.8644199679974336,0.9835677933901001,0.030857708550717875,-0.16876695719387433,-0.17268641832677445,0.24546800108732783,0.6878996411516753,-0.38535135830249573,0.3621775726969465,-1.0318006746682864,1.047581588297567,-0.7063755851165286,0.7600281543466078
47,32.99884739556469,-0.033473291396370584,0.2725546387783404,-0.47231938557648134,2.6625044872321633,-1.9585425109471828,0.4915208457475368,-0.7756417555236202,-1.39772578411886,-1.6995310029640547,0.013467820652555479,0.7509627492207654,-0.5695037753454658,-0.23030451218050352,0.6932024004099668,0.7284147484677042,-1.1034663643646896,-0.5471640630378948,-0.20585823506190332,-0.7949266079493824,-1.5532129091030404
48,59.33933920707633,-0.6248319664753237,-0.23475666167053424,-0.5137571387300185,1.069904044970356,-0.7936389012099518,-2.320858453201718,-1.1398657228655371,-0.23560762627160348,-0.21088783545637446,0.0732960069085394,2.5884229696138257,-0.45772113405868314,-0.5608106687086413,0.19157237958060067,-0.24565890286746722,0.25704064654345465,-1.228737002905565,1.9624406979472886,0.5175059110916309,-0.2272371618094065
49,-312.96077378106753,1.4492342328601622,0.5546769462328425,-0.9353682987185522,-1.3388676838156657,0.39585616680007246,1.2877540813995145,0.27974418260238454,0.5894317074519795,1.6708650055524266,-0.11631334260788177,-1.1385175710401312,-0.6057917984582823,0.26196003031280246,0.1429509587421406,0.4622673211025579,-0.1227532829288542,-1.129562347479623,1.1123848171402961,-0.5958568752010511,-0.7397454938748818
50,53.74343435038685,-0.14587321684574572,-0.6717359639096455,-0.5863190403247637,0.22514996629427403,-2.028009816368336,0.7427927347805047,-1.7892327888501705,-0.2441900690482894,0.7279001853619331,1.8689790039339045,-1.6233829855630335,0.1669949439906949,-0.09880992680338531,-0.2994231631733825,-0.5113707108295948,-1.197696379489342,1.8928466073141774,-0.7664188262783901,0.6302795459227531,1.4086720155923906
51,-13.733974473033674,-0.8414422761350945,-0.4621440397678645,0.6067247661111851,-0.6676953585122487,-0.030058872342562607,-0.7682602415006061,-0.1818087756951728,-0.22597690110737015,-0.7002947005986286,-1.3117861289974955,1.4798367266170416,1.8160578102329505,0.18716632279487527,0.5015307915258415,0.3532825369727295,-0.4768699800852295,0.004049096104506093,-0.7375659475760739,-2.041550443402688,-0.3245440130458569
52,198.28064549713744,-0.9888119736227621,0.09155299512301034,1.5077967260271166,0.9821764837909542,0.05086833725382912,-0.263586261281875,0.0241175583862628,-0.12453969237651163,-0.5393723011324342,-0.9240686932924774,0.25006857226122303,-1.161455459607411,0.9875270352156885,-0.16720527728587725,0.8798058620081531,1.4075550710096616,0.8834624946615748,-0.6285492588317538,0.37546925600353565,-1.2102094792998
53,3.762448756091093,-0.5539135424077278,-0.0977414408126038,0.14802506530585996,0.4360387715099458,-0.029440280461320377,0.0899271595143324,-0.0033792729497144334,0.4332296158549068,0.49098147399443914,-0.2604431919433963,-0.35327015111479654,-0.43644416552455734,-0.7562531363387586,0.17418432369922565,-0.47227761044195476,-1.161062263023354,-0.040973205160833956,-1.719296626072664,0.14919321253583923,0.3904830523196976
54,165.0482161417942,-1.0647295457404127,1.3761876192192621,0.5260136373101155,0.915514024721339,1.2432216302023427,0.02565202626257991,-0.96059532246866,1.1116134648528744,-0.05586748393230685,0.5888922147442679,1.7212833111521944,0.25163958201588343,-0.6448690547443311,-0.10804521791025117,0.571274143238504,-0.26222152822200095,0.5708079352190563,-1.0501502841814432,-1.525626232956888,0.16946289170182466
55,-156.92977664971625,-0.9898117196736957,2.418600728114132,0.4922850632130777,-0.12231337150686745,-0.8738490235222393,1.1117159735153792,0.17144937719382133,-0.477201970080477,-0.6967984631201672,0.5921503217312557,1.0346246511518533,-2.412527695271504,0.6848973631044124,-0.3416412248267517,-0.8758248239216945,0.9815139231537087,0.14885398624533214,-1.9325515688450183,-0.4355446435817156,-0.6004146718316803
56,261.2625743333612,0.016377480069749577,0.7906166233812506,-0.08652098605810257,0.7522799808681114,0.8421575505267119,-0.39627101801835796,0.5750887248252904,-1.2357506812727368,1.1709928135236964,0.6202801433408088,-1.1805968465618215,0.6817508894501186,0.666553973998797,0.37904273528908333,0.4896579868868443,-1.9448619878123483,1.7515138484720245,-0.524574652710816,0.6894846852652043,-0.8335287745116537
57,357.5729002841616,0.11724222753881189,2.2636326776923625,0.9054337511560883,2.5524948445909392,-0.2774268294908307,-0.09178275020141477,0.38356337771610305,-0.10372991343467658,0.017639127117558627,0.09976371494573857,-0.41294667099033217,-0.6848596522741216,-0.817973809718782,-0.03196484738562839,1.2527729171258652,1.3861199698541704,-0.01587723349331283,-0.406433528622573,0.767537568278189,0.3098462226403534
58,-197.75429910079413,0.5818677260067984,0.17768321876404988,0.3560275668109284,-2.1650737268009927,-0.18330939221936982,0.7808454518621308,-0.6273410533502282,-0.8241046411015593,1.3300395396154034,-0.05274420554826349,0.5265721391333215,-0.969370980791978,0.9931324589601718,0.35906490368747823,0.9219297541486537,1.3078721092189716,-0.9156049200605308,0.4307756407234612,1.1774049014846093,2.5277838390724185
59,59.86484627949455,0.8820414463241996,-0.7513629277453656,0.6512329883563971,0.3927919624833988,-1.072809796648888,-0.4216133740404127,-0.42188607794587946,0.2392252881297784,-0.31057139964920744,-0.22843091782073824,0.9426157006840109,0.3346777330492024,0.38403628978154214,-0.40460111794803516,2.02247769657945,-1.153656580697393,1.1945285483962897,-0.317663975475786,-1.6139966183945063,0.3045340303067875
60,-51.42919145622465,0.9346194771689512,-1.2900836306393069,0.08182510783223407,-0.5447545143820132,-2.517327446238591,2.012711143201668,-3.1232884425117255,2.0222545740239646,0.11150091274125325,1.3669808567568307,-0.7515187782179937,-0.7803052438336925,-0.07387081600774179,-0.8342051795804358,0.5688653200559897,0.3374725508683698,0.10953718859584814,-0.7948699502575692,1.1030035352236172,-0.49767960805567546
61,51.39340804063268,0.19534060668924708,1.374675125444152,0.8231495397628682,0.42924575880600646,-1.2894958856106862,-2.3467371649907873,-0.4066925679044201,-2.121135306487125,-0.2247506822247386,-0.06728031330880796,-1.9451707018298197,-1.8200869105584399,-0.28487424016690827,-1.9310508701442965,0.4173621468591648,0.5915070081771633,0.8735592461726943,-0.23374098549331263,1.3697474302437,2.6905914128568726
62,47.241023494878824,0.9069555339341367,1.2151948060695388,0.34570855129143907,-0.653235663368418,-0.25593944375206495,-0.6429120867931284,-1.4119831830340652,0.5423660486734044,0.2225222013605066,-0.4266277632540151,-0.5311388060452186,1.3621817579426858,0.20229940611696787,1.7358249977403095,1.6105636735970112,-0.8036538557197515,0.32424083716817254,-1.122693056183077,-1.0470910830971363,-0.07856805862422415
63,-44.29232845550251,-2.3299135410718916,0.8294944754402075,0.13501089417991824,-1.3249370806008807,-0.6125212788400882,0.5245023703918241,0.19874684870195738,0.34145126598314846,-1.2388399051090127,-0.48741454316793387,1.7889801217823287,0.6580748866030293,-1.498982444018777,-0.8731375436210324,0.5979122342727693,-1.5800151886939273,-0.4323106738934782,-0.19595385637045015,-0.007020252297398826,0.0806532425047863
64,357.3599431538572,-0.8444001055227303,1.4416302603778786,0.7319201954338509,1.0665329854976042,1.8941443736699692,-1.041033062395881,0.4436561665597413,-0.3136606062751877,1.8640848792653129,1.3273468955088246,-1.1109754620619707,1.6588405648005613,0.9990021631307078,0.7494327598836181,-0.40160237308890534,0.7626425576840711,-0.6600838180245645,-2.0533441269606114,0.7991732897392592,-0.2166880710783767
65,86.05661943229562,0.8677673407919452,0.8662837043839171,-0.4503436428666291,1.1119375847584654,0.5241213107926073,-1.7355025249170044,-0.1180131156147727,0.9192087014880145,0.008738870527688765,-1.0246623586850403,0.834899052233847,-0.5756782678564669,1.3186790198290237,-0.19067561829120158,-0.6910044883773466,-0.016886570363067586,1.1237639873589962,-0.437210957682593,-0.4447093262840924,-0.07391031949913072
66,-130.57052464061778,0.31625180864561137,-2.274031823119813,-0.6082437530252868,-0.453412548678721,-1.0539768107868694,1.1547619975366257,-1.173923412096939,-0.1543417401241092,-0.7801197261113855,-0.7739441066101428,-0.5313097220686485,-0.9055442017744165,-0.19127999030345627,-0.26875348405807853,1.2996226472977184,-0.27113353924438266,0.6920736803909546,1.1576384750088657,1.3873321038936464,0.6800380852715309
67,-123.60803599024982,-1.6951853940987627,0.806871165971472,1.097055761904639,0.6858344458703584,0.5552340617834748,-0.7883536119510351,0.31392642556922057,1.5061001575170292,-2.6566332481966914,1.3311227394793783,-0.24378133419515582,-1.2091055349853086,0.1705462201744266,0.48724607103542816,1.6857899724727374,-1.0071864122261336,-1.8852228541028675,-0.44219299136394535,-1.1496057745939716,1.4364574795938183
68,261.26237867013623,-0.971244303956906,-0.21422274305210737,-0.4644721697235244,0.7132304793162774,-1.0470410080225019,0.9594814448477721,0.03515691839671727,0.5606788985290626,1.408157468395376,0.23377741106134353,-1.7804259870983983,1.2144115107368936,-0.3678451811285052,-0.22172920815641606,-0.7251066429791589,0.7990387399808173,1.1014856319029085,-0.4271009189070538,1.2167685198520242,0.15003165150541997
69,141.19625322464398,1.0581661477116981,-1.0484267547912638,0.8173331096877644,-0.06380117414497913,-1.2301120028871901,-0.13569537996405026,0.4196845925751802,1.550963452103232,-1.2438367158858266,-0.9006475855035578,0.7836807510383366,0.5199809518778122,1.0766640853267297,1.1016688457783115,0.7564251842214911,-0.3694051316482314,0.4698542780247377,0.7291154639673862,0.21367505530682804,1.0413926313296757
